# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_pnum:        Number of Planets in System,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccen:    Eccentricity,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbincl:     Inclination [deg],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radj:        Planet Radius [Jupiter radii],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_dens:        Planet Density [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN ra_str:         RA [sexagesimal],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN ra:             RA [sexagesimal],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN dec_str:        Dec [sexagesimal],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN dec:            Dec [sexagesimal],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_dist:        Distance [pc],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_optmag:      Optical Magnitude [mag],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_optband:     Optical Magnitude Band,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teff:        Effective Temperature [K],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar radii],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_rade:        Planet Radius [Earth radii],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_mnum:        Number of Moons in System,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,
rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,pl_rade,pl_mnum
2685,Kepler-551,b,1,12.3764661,,,,,,0.244,,19h01m56.41s,285.485043,+48d03m15.6s,48.054325,312,14.897,Kepler-band,4286,0.65,0.63,2.73,0
2686,Kepler-552,b,1,5.26341577,,,,,,0.352,,19h22m59.44s,290.747687,+48d14m31.2s,48.242012,834,14.279,Kepler-band,5863,1.03,1.04,3.95,0
2687,Kepler-553,b,2,4.03046804,,,,,,0.413,,19h54m12.20s,298.550829,+48d19m56.8s,48.332455,725,14.924,Kepler-band,5266,0.92,0.85,4.63,0
2688,Kepler-553,c,2,328.2399546,,,,,,0.999,,19h54m12.20s,298.550829,+48d19m56.8s,48.332455,725,14.924,Kepler-band,5266,0.92,0.85,11.2,0
2689,Kepler-554,b,1,1.90220856,,,,,,0.383,,19h45m37.64s,296.406853,+51d21m29.4s,51.358154,642,14.313,Kepler-band,5447,0.93,0.92,4.29,0
2690,Kepler-555,b,1,16.21775407,,,,,,0.252,,19h02m04.04s,285.516852,+38d55m56.7s,38.932408,772,14.2,Kepler-band,5894,1.03,1.04,2.83,0
2691,Kepler-556,b,1,11.72292176,,,,,,0.2,,19h22m07.07s,290.529444,+38d56m33.6s,38.942671,729,14.112,Kepler-band,5740,1,0.98,2.24,0
2692,Kepler-557,b,1,3.70598955,,,,,,0.238,,19h34m50.03s,293.708458,+41d36m54.5s,41.615135,1126,14.641,Kepler-band,6068,1.11,1.16,2.67,0
2693,Kepler-558,b,1,29.00790538,,,,,,0.211,,18h58m37.89s,284.657888,+42d39m09.6s,42.652676,652,14.805,Kepler-band,5242,0.85,0.81,2.37,0
2694,Kepler-559,b,1,17.58752333,,,,,,0.322,,19h46m32.84s,296.636834,+43d48m10.1s,43.802792,793,14.743,Kepler-band,5630,0.96,0.95,3.61,0
2695,Kepler-56,b,3,10.5016,0.1028,,,0.07,Mass,0.581,0.442,19h35m02.00s,293.758347,+41d52m18.7s,41.871869,,12.44,Kepler-band,4840,1.32,4.23,6.51,0
2696,Kepler-56,c,3,21.40239,0.1652,,,0.57,Mass,0.874,1.06,19h35m02.00s,293.758347,+41d52m18.7s,41.871869,,12.44,Kepler-band,4840,1.32,4.23,9.8,0
2697,Kepler-56,d,3,1002,2.16,0.2,,5.61,Msini,,,19h35m02.00s,293.758347,+41d52m18.7s,41.871869,,12.44,Kepler-band,4840,1.32,4.23,,0
2698,Kepler-560,b,1,18.47764449,,,,,,0.153,,20h00m49.46s,300.206095,+45d01m05.3s,45.018147,88,14.708,Kepler-band,3556,0.34,0.33,1.72,0
2699,Kepler-561,b,2,58.3620495,,,,,,0.621,,19h34m59.30s,293.747096,+45d06m26.0s,45.10722,667,14.361,Kepler-band,5646,0.96,0.94,6.96,0
2700,Kepler-561,c,2,5.35016198,,,,,,0.239,,19h34m59.30s,293.747096,+45d06m26.0s,45.10722,667,14.361,Kepler-band,5646,0.96,0.94,2.68,0
2701,Kepler-562,b,1,18.00931444,,,,,,0.465,,19h20m28.71s,290.119627,+46d16m25.7s,46.273811,822,14.794,Kepler-band,5575,0.93,0.9,5.21,0
2702,Kepler-563,b,1,22.18432708,,,,,,0.276,,19h29m47.11s,292.446272,+46d17m23.2s,46.289776,557,14.767,Kepler-band,5066,0.8,0.77,3.09,0
2703,Kepler-564,b,1,3.75083228,,,,,,0.413,,19h47m21.21s,296.838379,+46d37m35.1s,46.626404,830,14.749,Kepler-band,5626,0.95,0.92,4.63,0
2704,Kepler-565,b,1,4.24374723,,,,,,0.325,,18h54m28.31s,283.617946,+47d11m48.1s,47.196686,1041,15,Kepler-band,5735,0.98,0.95,3.64,0
2705,Kepler-566,b,1,18.42794624,,,,,,0.192,,19h26m13.08s,291.554496,+47d48m52.1s,47.81448,628,14.958,Kepler-band,5132,0.83,0.79,2.15,0
2706,Kepler-567,b,1,16.54297375,,,,,,0.201,,19h50m41.43s,297.672615,+48d18m08.3s,48.302315,568,14.687,Kepler-band,5148,0.84,0.79,2.25,0
2707,Kepler-568,b,1,11.02347475,,,,,,0.202,,19h52m25.37s,298.105708,+48d24m04.1s,48.40115,126,14.273,Kepler-band,3768,0.55,0.53,2.26,0
2708,Kepler-569,b,1,34.18890521,,,,,,0.282,,18h54m01.75s,283.507278,+48d33m09.4s,48.552605,645,14.106,Kepler-band,5616,0.95,0.93,3.16,0
2709,Kepler-57,b,2,5.7293196,,,,18.86,Mass,0.195,,19h34m33.91s,293.641285,+44d39m25.3s,44.65704,,14.809,Kepler-band,5145,0.83,0.73,2.19,0
2710,Kepler-57,c,2,11.6092567,,,,6.95,Mass,0.138,,19h34m33.91s,293.641285,+44d39m25.3s,44.65704,,14.809,Kepler-band,5145,0.83,0.73,1.55,0
2711,Kepler-570,b,1,4.301662,,,,,,0.219,,19h21m45.02s,290.437586,+48d47m30.8s,48.791885,642,14.332,Kepler-band,5496,0.93,0.9,2.45,0
2712,Kepler-571,b,1,4.79859939,,,,,,0.236,,19h06m12.24s,286.55102,+49d25m07.5s,49.418743,756,14.675,Kepler-band,5527,0.93,0.9,2.64,0
2713,Kepler-572,b,1,17.20523483,,,,,,0.23,,19h24m53.06s,291.221081,+50d34m52.7s,50.581303,532,14.472,Kepler-band,5212,0.83,0.79,2.58,0
2714,Kepler-573,b,1,22.18329658,,,,,,0.249,,19h18m05.08s,289.521162,+51d14m14.3s,51.237316,758,14.118,Kepler-band,5746,0.99,1.02,2.79,0
2715,Kepler-574,b,1,7.65880414,,,,,,0.213,,19h20m59.29s,290.247043,+52d08m56.9s,52.149136,747,14.528,Kepler-band,5612,0.95,0.91,2.39,0
2716,Kepler-575,b,1,9.37891944,,,,,,0.213,,19h07m51.33s,286.963889,+37d49m46.9s,37.8297,852,14.72,Kepler-band,5710,0.97,0.95,2.39,0
2717,Kepler-576,b,1,29.91136794,,,,,,0.292,,19h40m43.90s,295.18292,+38d39m15.2s,38.654231,698,14.424,Kepler-band,5672,0.99,0.97,3.27,0
2718,Kepler-577,b,1,25.69578251,,,,,,0.227,,19h38m50.86s,294.711927,+39d04m25.5s,39.073762,549,14.885,Kepler-band,4984,0.78,0.73,2.55,0
2719,Kepler-578,b,1,1.6168837,,,,,,0.178,,19h15m01.19s,288.75495,+39d33m49.2s,39.563656,568,14.411,Kepler-band,5334,0.87,0.83,2,0
2720,Kepler-579,b,1,9.66857723,,,,,,0.178,,19h40m00.49s,295.002039,+39d57m10.5s,39.952923,663,14.272,Kepler-band,5636,0.99,0.96,2,0
2721,Kepler-58,b,3,10.2184954,,,,1.39,Mass,0.248,,19h45m26.08s,296.358649,+39d06m54.7s,39.115194,,14.82,Kepler-band,6099,0.95,1.13,2.78,0
2722,Kepler-58,c,3,15.5741568,,,,2.19,Mass,0.255,,19h45m26.08s,296.358649,+39d06m54.7s,39.115194,,14.82,Kepler-band,6099,0.95,1.13,2.86,0
2723,Kepler-58,d,3,40.101371,0.236,,,,,0.262,,19h45m26.08s,296.358649,+39d06m54.7s,39.115194,,14.82,Kepler-band,6099,0.95,1.13,2.94,0
2724,Kepler-580,b,1,8.22241966,,,,,,0.229,,18h53m59.96s,283.499815,+40d33m10.1s,40.552805,333,15,Kepler-band,4298,0.67,0.64,2.57,0
2725,Kepler-581,b,1,40.6069821,,,,,,0.235,,19h41m43.87s,295.432782,+40d38m53.7s,40.648247,833,14.56,Kepler-band,5772,1,1,2.63,0
2726,Kepler-582,b,1,18.49235668,,,,,,0.328,,19h50m00.88s,297.503687,+41d03m25.3s,41.057021,751,14.915,Kepler-band,5564,0.93,0.91,3.68,0
2727,Kepler-583,b,1,6.5100253,,,,,,0.203,,18h48m26.72s,282.11133,+42d21m16.2s,42.354504,805,14.825,Kepler-band,5523,0.94,0.91,2.28,0
2728,Kepler-584,b,1,35.1810304,,,,,,0.376,,19h12m55.34s,288.230593,+42d24m49.0s,42.413624,1445,14.856,Kepler-band,6195,1.17,1.24,4.21,0
2729,Kepler-585,b,1,2.75235975,,,,,,0.252,,19h06m06.84s,286.528499,+43d52m24.3s,43.873405,604,14.034,Kepler-band,5593,0.96,0.93,2.83,0
2730,Kepler-586,b,1,2.10472218,,,,,,0.249,,19h32m13.73s,293.05722,+45d33m04.3s,45.551193,707,14.427,Kepler-band,5575,0.94,0.92,2.79,0
2731,Kepler-587,b,1,10.94027841,,,,,,0.199,,19h14m40.97s,288.67069,+47d23m56.9s,47.399143,852,14.909,Kepler-band,5549,0.92,0.89,2.23,0
2732,Kepler-588,b,1,4.22162536,,,,,,0.235,,18h57m01.73s,284.25721,+47d41m20.2s,47.688953,972,14.708,Kepler-band,5835,1.01,1,2.63,0
2733,Kepler-589,b,1,16.54964934,,,,,,0.203,,18h42m33.93s,280.641367,+47d45m07.0s,47.751954,643,14.68,Kepler-band,5296,0.88,0.83,2.27,0
2734,Kepler-59,b,2,11.8681707,,,,2.05,Mass,0.098,,19h08m09.48s,287.039503,+46d38m24.5s,46.640129,,14.307,Kepler-band,6074,1.04,0.94,1.1,0
2735,Kepler-59,c,2,17.9801235,,,,1.37,Mass,0.177,,19h08m09.48s,287.039503,+46d38m24.5s,46.640129,,14.307,Kepler-band,6074,1.04,0.94,1.98,0
2736,Kepler-590,b,1,5.85296257,,,,,,0.359,,19h45m32.53s,296.385544,+48d14m00.4s,48.233448,986,14.434,Kepler-band,6000,1.1,1.15,4.02,0
2737,Kepler-591,b,1,81.1694299,,,,,,0.302,,19h04m05.77s,286.024025,+48d25m54.4s,48.43177,793,14.499,Kepler-band,5677,0.97,0.94,3.39,0
2738,Kepler-592,b,1,2.82019241,,,,,,0.213,,19h03m09.76s,285.790685,+48d40m59.7s,48.683262,1034,14.665,Kepler-band,5913,1.04,1.04,2.39,0
2739,Kepler-593,b,1,21.21708973,,,,,,0.256,,19h39m48.35s,294.951451,+48d39m04.3s,48.651188,1016,14.56,Kepler-band,5967,1.08,1.1,2.87,0
2740,Kepler-594,b,1,13.64618192,,,,,,0.194,,19h15m41.18s,288.921586,+49d45m43.3s,49.762035,742,14.748,Kepler-band,5485,0.91,0.87,2.18,0
2741,Kepler-595,b,1,25.30292332,,,,,,0.34,,19h38m16.89s,294.570393,+50d40m22.9s,50.673023,639,14.773,Kepler-band,5247,0.87,0.83,3.81,0
2742,Kepler-596,b,1,21.30022655,,,,,,0.309,,19h18m00.16s,289.500676,+51d41m08.6s,51.68573,1083,14.02,Kepler-band,6267,1.21,1.32,3.46,0
2743,Kepler-597,b,1,13.02365861,,,,,,0.211,,19h33m52.83s,293.470106,+39d15m10.1s,39.252808,660,14.07,Kepler-band,5683,0.97,0.95,2.37,0
2744,Kepler-598,b,1,3.70175428,,,,,,0.134,,19h32m29.62s,293.123423,+40d56m05.2s,40.934766,686,14.759,Kepler-band,5307,0.87,0.86,1.5,0
2745,Kepler-599,b,1,15.65562652,,,,,,0.253,,19h03m38.76s,285.911509,+41d04m10.0s,41.069443,627,14.97,Kepler-band,5127,0.83,0.79,2.84,0
2746,Kepler-6,b,1,3.2346996,0.04852,,88.93,0.668,Mass,1.304,0.4,19h47m20.94s,296.837254,+48d14m23.9s,48.239964,,13.303,Kepler-band,5647,1.21,1.39,14.617,0
2747,Kepler-60,b,3,7.1334,,,,0.01318,Mass,0.153,4.62,19h15m50.70s,288.961242,+42d15m54.0s,42.265011,,13.959,Kepler-band,5905,1.04,1.26,1.71,0
2748,Kepler-60,c,3,8.9187,,,,0.01211,Mass,0.17,3.06,19h15m50.70s,288.961242,+42d15m54.0s,42.265011,,13.959,Kepler-band,5905,1.04,1.26,1.9,0
2749,Kepler-60,d,3,11.8981,,,,0.01309,Mass,0.178,2.91,19h15m50.70s,288.961242,+42d15m54.0s,42.265011,,13.959,Kepler-band,5905,1.04,1.26,1.99,0
2750,Kepler-600,b,1,23.67517607,,,,,,0.259,,18h55m19.93s,283.833059,+41d58m43.1s,41.978649,624,14.721,Kepler-band,5279,0.84,0.81,2.9,0
2751,Kepler-601,b,1,5.37886844,,,,,,0.17,,18h48m01.11s,282.004612,+42d10m35.5s,42.176533,429,14.005,Kepler-band,5160,0.85,0.79,1.9,0
2752,Kepler-602,b,1,15.28469497,,,,,,0.186,,19h44m07.68s,296.031983,+42d08m31.0s,42.141949,971,14.519,Kepler-band,6062,1.08,1.13,2.09,0
2753,Kepler-603,b,3,21.05358596,,,,,,0.236,,19h37m07.44s,294.280982,+42d17m27.5s,42.29097,967,14.854,Kepler-band,5808,1.01,1.01,2.65,0
2754,Kepler-603,c,3,127.9075774,,,,,,0.58,,19h37m07.44s,294.280982,+42d17m27.5s,42.29097,967,14.854,Kepler-band,5808,1.01,1.01,6.5,0
2755,Kepler-603,d,3,6.2171292,,,,,,0.118,,19h37m07.44s,294.280982,+42d17m27.5s,42.29097,967,14.854,Kepler-band,5808,1.01,1.01,1.32,0
2756,Kepler-604,b,1,25.85501786,,,,,,0.231,,19h29m15.84s,292.316017,+42d37m34.5s,42.626255,981,14.718,Kepler-band,5890,1.02,1.03,2.59,0
2757,Kepler-605,b,2,3.38353807,,,,,,0.128,,19h09m10.90s,287.295436,+43d16m47.5s,43.279873,570,14.14,Kepler-band,5462,0.91,0.88,1.44,0
2758,Kepler-605,c,2,2.35895152,,,,,,0.077,,19h09m10.90s,287.295436,+43d16m47.5s,43.279873,570,14.14,Kepler-band,5462,0.91,0.88,0.86,0
2759,Kepler-606,b,1,24.31575992,,,,,,0.295,,19h29m42.57s,292.427378,+44d22m52.6s,44.381268,1208,14.686,Kepler-band,6161,1.13,1.22,3.31,0
2760,Kepler-607,b,1,0.6381632,,,,,,0.078,,19h24m13.73s,291.057206,+44d37m56.6s,44.632381,500,14.405,Kepler-band,5196,0.84,0.8,0.87,0
2761,Kepler-608,b,1,6.41251504,,,,,,0.325,,19h35m31.90s,293.882931,+44d38m17.1s,44.638096,926,14.684,Kepler-band,5820,1,1.01,3.64,0
2762,Kepler-609,b,1,6.52121067,,,,,,0.299,,19h28m52.88s,292.220313,+44d42m00.1s,44.700031,1143,14.856,Kepler-band,5971,1.09,1.14,3.35,0
2763,Kepler-61,b,1,59.87756,,0.25,89.8,,,0.192,,19h41m13.08s,295.304508,+42d28m31.0s,42.47529,,14.995,Kepler-band,4017,0.64,0.62,2.15,0
2764,Kepler-610,b,2,6.99692655,,,,,,0.374,,19h32m41.12s,293.171343,+45d03m56.2s,45.065605,1113,14.807,Kepler-band,5943,1.1,1.13,4.19,0
2765,Kepler-610,c,2,151.86392,,,,,,0.294,,19h32m41.12s,293.171343,+45d03m56.2s,45.065605,1113,14.807,Kepler-band,5943,1.1,1.13,3.3,0
2766,Kepler-611,b,1,2.4370333,,,,,,0.147,,19h04m01.19s,286.004962,+45d28m49.4s,45.480392,906,14.573,Kepler-band,5761,1.01,1.01,1.65,0
2767,Kepler-612,b,1,3.72215641,,,,,,0.253,,19h25m25.11s,291.354639,+45d44m52.4s,45.747898,932,14.911,Kepler-band,5693,0.98,0.96,2.84,0
2768,Kepler-613,b,1,15.77979614,,,,,,0.204,,18h51m08.84s,282.786824,+46d14m42.0s,46.244992,864,14.608,Kepler-band,5723,0.98,0.96,2.29,0
2769,Kepler-614,b,1,14.03491514,,,,,,0.213,,19h53m32.36s,298.384823,+46d16m33.8s,46.276043,571,14.574,Kepler-band,5268,0.85,0.81,2.39,0
2770,Kepler-615,b,1,10.35584657,,,,,,0.155,,18h49m48.14s,282.450603,+46d19m17.1s,46.321404,330,14.337,Kepler-band,4655,0.73,0.69,1.74,0
2771,Kepler-616,b,2,9.99761851,,,,,,0.217,,19h39m57.39s,294.989131,+46d50m18.0s,46.838329,1019,14.957,Kepler-band,5753,0.98,0.97,2.43,0
2772,Kepler-616,c,2,90.4113556,,,,,,0.304,,19h39m57.39s,294.989131,+46d50m18.0s,46.838329,1019,14.957,Kepler-band,5753,0.98,0.97,3.41,0
2773,Kepler-617,b,1,1.68269615,,,,,,0.118,,18h54m57.77s,283.74071,+47d30m58.7s,47.516293,150,14.818,Kepler-band,3712,0.51,0.48,1.32,0
2774,Kepler-618,b,1,3.59576964,,,,,,0.232,,19h04m59.96s,286.249817,+48d03m39.4s,48.06094,1115,14.827,Kepler-band,5860,1.05,1.08,2.6,0
2775,Kepler-619,b,2,5.4042722,,,,,,0.282,,19h23m23.77s,290.849058,+48d24m57.7s,48.416016,1111,14.697,Kepler-band,5980,1.09,1.11,3.16,0
2776,Kepler-619,c,2,1.20846503,,,,,,0.151,,19h23m23.77s,290.849058,+48d24m57.7s,48.416016,1111,14.697,Kepler-band,5980,1.09,1.11,1.69,0
2777,Kepler-62,b,5,5.714932,0.0553,,89.2,0.03,Mass,0.117,,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,368,13.725,Kepler-band,4925,0.69,0.64,1.31,0
2778,Kepler-62,c,5,12.4417,0.0929,,89.7,0.013,Mass,0.048,,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,368,13.725,Kepler-band,4925,0.69,0.64,0.54,0
2779,Kepler-62,d,5,18.16406,0.12,,89.7,0.044,Mass,0.174,,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,368,13.725,Kepler-band,4925,0.69,0.64,1.95,0
2780,Kepler-62,e,5,122.3874,0.427,,89.98,0.113,Mass,0.144,,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,368,13.725,Kepler-band,4925,0.69,0.64,1.61,0
2781,Kepler-62,f,5,267.291,0.718,,89.9,0.11,Mass,0.126,,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,368,13.725,Kepler-band,4925,0.69,0.64,1.41,0
2782,Kepler-620,b,1,12.91375431,,,,,,0.296,,19h24m38.25s,291.159391,+51d20m05.5s,51.334866,1241,14.647,Kepler-band,6155,1.15,1.22,3.32,0
2783,Kepler-621,b,1,2.62811375,,,,,,0.205,,19h23m42.55s,290.927286,+39d54m50.9s,39.914145,389,14.915,Kepler-band,4521,0.72,0.68,2.3,0
2784,Kepler-622,b,1,14.28226676,,,,,,0.19,,18h57m54.83s,284.478472,+40d55m59.2s,40.93311,259,14.672,Kepler-band,4201,0.64,0.61,2.13,0
2785,Kepler-623,b,1,9.07097734,,,,,,0.269,,19h47m56.81s,296.986721,+47d28m38.6s,47.47739,811,14.959,Kepler-band,5443,0.9,0.86,3.01,0
2786,Kepler-624,b,1,14.58649607,,,,,,0.206,,19h40m46.41s,295.193389,+39d32m22.8s,39.539677,731,13.49,Kepler-band,6117,1.1,1.18,2.31,0
2787,Kepler-625,b,2,7.75192492,,,,,,0.178,,19h28m36.11s,292.150459,+39d38m15.3s,39.637581,502,13.307,Kepler-band,5789,1.04,0.96,1.99,0
2788,Kepler-625,c,2,4.1653651,,,,,,0.094,,19h28m36.11s,292.150459,+39d38m15.3s,39.637581,502,13.307,Kepler-band,5789,1.04,0.96,1.05,0
2789,Kepler-626,b,1,14.48585199,,,,,,0.204,,19h14m47.68s,288.698651,+39d42m29.8s,39.708288,690,13.946,Kepler-band,5813,1.01,1.05,2.29,0
2790,Kepler-627,b,1,40.6994443,,,,,,0.333,,19h28m25.03s,292.104279,+39d46m04.5s,39.767914,1143,13.949,Kepler-band,6424,1.3,1.49,3.73,0
2791,Kepler-628,b,1,15.4580567,,,,,,0.749,,19h21m47.82s,290.449257,+39d51m17.3s,39.854802,579,13.398,Kepler-band,5721,1,1.28,8.4,0
2792,Kepler-629,b,1,7.2385854,,,,,,0.123,,19h17m40.28s,289.417832,+39d56m42.0s,39.945013,383,13.359,Kepler-band,5444,0.93,0.84,1.38,0
2793,Kepler-63,b,1,9.4341505,0.08,0.45,87.806,0.378,Mass,0.545,3,19h16m54.28s,289.226179,+49d32m53.5s,49.548203,200,12.02,V (Johnson),5576,0.98,0.9,6.11,0
2794,Kepler-630,b,1,161.4743937,,,,,,0.284,,19h33m42.49s,293.427043,+39d56m32.8s,39.942437,657,13.871,Kepler-band,5829,1.02,1.04,3.18,0
2795,Kepler-631,b,1,17.97979059,,,,,,0.259,,19h47m32.58s,296.885757,+40d13m41.6s,40.228233,843,13.5,Kepler-band,6185,1.24,1.33,2.9,0
2796,Kepler-632,b,1,30.99660733,,,,,,0.197,,19h49m00.63s,297.252613,+40d17m19.0s,40.288605,349,13.332,Kepler-band,5322,0.91,0.84,2.21,0
2797,Kepler-633,b,1,8.50340718,,,,,,0.145,,19h40m52.18s,295.217437,+40d35m32.1s,40.592251,634,13.716,Kepler-band,5899,1.02,1.15,1.63,0
2798,Kepler-634,b,1,5.16950177,,,,,,0.169,,19h24m46.82s,291.195065,+40d42m09.7s,40.702706,757,13.55,Kepler-band,6075,1.03,1.24,1.89,0
2799,Kepler-635,b,1,23.44971004,,,,,,0.236,,19h19m05.58s,289.773247,+40d48m02.6s,40.800724,826,13.31,Kepler-band,6174,1.33,1.51,2.64,0
2800,Kepler-636,b,1,16.08066115,,,,,,0.397,,19h34m22.05s,293.591889,+41d05m42.6s,41.095161,341,13.653,Kepler-band,5203,0.85,0.8,4.45,0
2801,Kepler-637,b,1,23.20584623,,,,,,0.424,,19h29m40.14s,292.417233,+41d25m00.8s,41.416882,1575,13.413,Kepler-band,6096,1.64,2.56,4.75,0
2802,Kepler-638,b,1,6.07972888,,,,,,0.163,,18h59m40.66s,284.919429,+41d37m01.9s,41.617195,426,13.532,Kepler-band,5382,0.88,0.93,1.83,0
2803,Kepler-639,b,1,10.21420496,,,,,,0.212,,19h28m44.85s,292.186888,+41d43m37.3s,41.727039,680,13.336,Kepler-band,5896,1.14,1.29,2.38,0
2804,Kepler-640,b,1,22.24813967,,,,,,0.228,,19h44m07.73s,296.032191,+42d07m54.0s,42.13168,538,13.721,Kepler-band,5653,1.01,0.94,2.56,0
2805,Kepler-641,b,1,9.48961571,,,,,,0.165,,19h27m17.64s,291.823482,+42d30m58.4s,42.516216,673,13.774,Kepler-band,5713,1.02,1.13,1.85,0
2806,Kepler-642,b,1,4.41745855,,,,,,0.259,,19h35m20.29s,293.834559,+42d37m29.9s,42.624962,1022,13.343,Kepler-band,6570,1.4,1.66,2.9,0
2807,Kepler-643,b,1,16.33889626,,,,,,0.906,,19h21m18.56s,290.327325,+42d53m53.8s,42.898281,1029,13.781,Kepler-band,4908,1,2.52,10.16,0
2808,Kepler-644,b,1,3.1739171,,,,,,0.281,,19h41m54.18s,295.475743,+43d29m35.3s,43.493137,1413,13.949,Kepler-band,6747,1.49,1.81,3.15,0
2809,Kepler-645,b,1,3.27582262,,,,,,0.187,,19h21m17.46s,290.322766,+44d02m08.9s,44.035809,901,13.992,Kepler-band,6170,1.13,1.21,2.1,0
2810,Kepler-646,b,1,15.87364565,,,,,,0.178,,19h21m53.12s,290.471339,+44d23m13.5s,44.387085,513,13.766,Kepler-band,5634,0.93,0.91,1.99,0
2811,Kepler-647,b,1,16.2254649,,,,,,0.104,,18h59m09.19s,284.788295,+44d35m30.0s,44.591675,789,13.965,Kepler-band,6020,1.03,1.07,1.17,0
2812,Kepler-648,b,1,17.4211749,,,,,,0.287,,18h55m35.92s,283.899655,+45d01m00.8s,45.016888,665,13.939,Kepler-band,5741,1.05,0.98,3.22,0
2813,Kepler-649,b,1,29.90722674,,,,,,0.202,,19h02m37.42s,285.655936,+45d04m46.4s,45.079556,525,13.437,Kepler-band,5871,0.97,0.94,2.26,0
2814,Kepler-65,b,3,2.15491,0.035,,,,,0.127,,19h14m45.29s,288.6887,+41d09m04.2s,41.151173,,11.018,Kepler-band,6211,1.25,1.41,1.42,0
2815,Kepler-65,c,3,5.859944,0.068,,,,,0.23,,19h14m45.29s,288.6887,+41d09m04.2s,41.151173,,11.018,Kepler-band,6211,1.25,1.41,2.58,0
2816,Kepler-65,d,3,8.13123,0.084,,,,,0.136,,19h14m45.29s,288.6887,+41d09m04.2s,41.151173,,11.018,Kepler-band,6211,1.25,1.41,1.52,0
2817,Kepler-650,b,1,3.03214559,,,,,,0.264,,19h16m00.21s,289.000875,+45d09m15.4s,45.15427,805,13.684,Kepler-band,5849,1.08,1.35,2.96,0
2818,Kepler-651,b,1,21.38521506,,,,,,0.211,,19h09m19.87s,287.33279,+46d12m12.6s,46.2035,537,13.94,Kepler-band,5522,0.92,0.87,2.37,0
2819,Kepler-652,b,1,4.18200253,,,,,,0.222,,19h12m01.95s,288.00811,+46d28m24.8s,46.473557,423,13.393,Kepler-band,5490,0.97,0.88,2.49,0
2820,Kepler-653,b,2,14.70748976,,,,,,0.174,,18h48m51.10s,282.21293,+46d43m04.1s,46.717819,593,13.387,Kepler-band,5665,1.02,1.19,1.95,0
2821,Kepler-653,c,2,0.90037648,,,,,,0.07,,18h48m51.10s,282.21293,+46d43m04.1s,46.717819,593,13.387,Kepler-band,5665,1.02,1.19,0.78,0
2822,Kepler-654,b,1,13.72465129,,,,,,0.185,,19h48m16.42s,297.068412,+46d50m03.4s,46.834278,661,13.645,Kepler-band,5865,1.04,1.11,2.07,0
2823,Kepler-655,b,1,46.4063358,,,,,,0.242,,19h49m02.18s,297.259092,+46d50m35.5s,46.843193,783,13.489,Kepler-band,6170,1.15,1.24,2.71,0
2824,Kepler-656,b,1,1.26025909,,,,,,0.278,,19h13m18.70s,288.327899,+47d22m53.7s,47.381592,867,15.342,Kepler-band,5281,0.86,0.82,3.12,0
2825,Kepler-657,b,1,24.54350418,,,,,,0.314,,19h24m47.35s,291.197299,+47d18m28.1s,47.3078,1244,15.344,Kepler-band,5808,1.01,1.01,3.52,0
